Clone,Main Source,Growth Condition,Well,Harmonic Mean,Growth Cond. Classification
RS3PM2B,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.445808684,Class C
RS3PM2B,Nitrogen,D-Cysteine: 0.3%,B7,0.3761220368,Class C
RS3PM2B,Nitrogen,D-Serine: 0.3%,B8,0.8906286242,Class A
RS3PM2B,Nitrogen,L-Valine: 0.2%,B9,0.4419602871,Class C
RS3PM2B,Nitrogen,L-Isoleucine: 0.2%,B10,0.451165191,Class C
RS3PM2B,Nitrogen,Tyrosine: 0.3%,B11,0.4294123272,Class C
RS3PM2B,Nitrogen,L-Citrulline: 0.3%,B12,0.43259651,Class C
RS3PM2B,Nitrogen,L-Ornithine: 0.3%,C1,0.9145101649,Class A
RS3PM2B,Nitrogen,Putrescine: 0.3%,C2,0.3984696478,Class C
RS3PM2B,Nitrogen,D-Glucosamine: 0.3%,C3,0.4288762071,Class C
RS3PM2B,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.4047954745,Class C
RS3PM2B,Nitrogen,Thymidine: 0.3%,C5,0.4567968053,Class C
RS3PM2B,Nitrogen,Acetamide: 0.3%,C6,0.4193905607,Class C
RS3PM2B,Nitrogen,Blank12: 0%,C7,0.2563777999,Class D
RS3PM2B,Nitrogen,Blank15: 0%,C8,0.256943506,Class D
RS3PM2B,Nitrogen,Blank18: 0%,C9,0.2601522814,Class D
RS3PM2B,Nitrogen,Blank21: 0%,C10,0.2512724867,Class D
RS3PM2B,Nitrogen,Blank24: 0%,C11,0.2307019366,Class D
RS3PM2B,Nitrogen,Blank28: 0%,C12,0.2296160244,Class D
RS3PM2B,Sulfur,Negative Control1: 0%,D1,1.1549702015,Class A
RS3PM2B,Sulfur,Blank2: 0%,D2,0.2592027884,Class D
RS3PM2B,Sulfur,Blank4: 0%,D3,0.2734432845,Class D
RS3PM2B,Sulfur,Blank6: 0%,D4,0.2688450476,Class D
RS3PM2B,Sulfur,Blank8: 0%,D5,0.2656428437,Class D
RS3PM2B,Sulfur,Blank10: 0%,D6,0.2495955976,Class D
RS3PM2B,Sulfur,Blank13: 0%,D7,0.2430764674,Class D
RS3PM2B,Sulfur,Blank16: 0%,D8,0.2404143927,Class D
RS3PM2B,Sulfur,Blank19: 0%,D9,0.2500602494,Class D
RS3PM2B,Sulfur,Blank22: 0%,D10,0.2484716614,Class D
RS3PM2B,Sulfur,Blank25: 0%,D11,0.2358100678,Class D
RS3PM2B,Sulfur,Blank29: 0%,D12,0.2331729233,Class D
RS3PM2B,Sulfur,L-Methionine: 0.3%,E1,1.255780496,Class A
RS3PM2B,Sulfur,L-Cysteine: 0.3%,E2,1.1339601194,Class A
RS3PM2B,Sulfur,L-Cysteate: 0.3%,E3,0.6653120604,Class B
RS3PM2B,Sulfur,Glutathione: 0.2%,E4,0.8866727939,Class A
RS3PM2B,Sulfur,Thiourea: 0.3%,E5,1.1169070671,Class A
RS3PM2B,Sulfur,L-Djenkolate: 0.3%,E6,1.1286748963,Class A
RS3PM2B,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.7371388842,Class B
RS3PM2B,Sulfur,1-Butane-Sulfonate: 0.3%,E8,1.120590253,Class A
RS3PM2B,Sulfur,Taurocholate: 0.3%,E9,0.6771842077,Class B
RS3PM2B,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,1.0093570551,Class A
RS3PM2B,Sulfur,Magnesium-Sulfate: 0.3%,E11,1.1318340565,Class A
RS3PM2B,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,1.1472793275,Class A
RS3PM2B,Sulfur,D-Methionine: 0.2%,F1,0.9272094701,Class A
RS3PM2B,Sulfur,D-Cysteine: 0.3%,F2,0.4120981671,Class C
RS3PM2B,Sulfur,Isethionate: 0.3%,F3,1.145551336,Class A
RS3PM2B,Sulfur,Sulfanate: 0.2%,F4,0.7989466894,Class A
RS3PM2B,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.6258397995,Class B
RS3PM2B,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,1.0422574243,Class A
RS3PM2B,Sulfur,DL-Ethionine: 0.3%,F7,1.0722437293,Class A
RS3PM2B,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.8129223022,Class A
RS3PM2B,Sulfur,Methane-Sulfonate: 0.3%,F9,1.1098509602,Class A
RS3PM2B,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,1.0831476417,Class A
RS3PM2B,Sulfur,Taurine: 0.3%,F11,1.1067685742,Class A
RS3PM2B,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.2724218531,Class D
RS3PM2B,Phosphorus,Blank1: 0%,G1,0.2743776359,Class D
RS3PM2B,Phosphorus,Blank3: 0%,G2,0.2792868341,Class D
RS3PM2B,Phosphorus,Blank5: 0%,G3,0.2883270733,Class D
RS3PM2B,Phosphorus,Blank7: 0%,G4,0.2729783943,Class D
RS3PM2B,Phosphorus,Blank9: 0%,G5,0.2578673743,Class D
RS3PM2B,Phosphorus,Blank11: 0%,G6,0.2426352533,Class D
RS3PM2B,Phosphorus,Blank14: 0%,G7,0.2331600383,Class D
RS3PM2B,Phosphorus,Blank17: 0%,G8,0.2403259687,Class D
RS3PM2B,Phosphorus,Blank20: 0%,G9,0.2341293243,Class D
RS3PM2B,Phosphorus,Blank23: 0%,G10,0.237975697,Class D
RS3PM2B,Phosphorus,Blank26: 0%,G11,0.2513401966,Class D
RS3PM2B,Phosphorus,Blank30: 0%,G12,0.2436004613,Class D
RS3PM2B,Phosphorus,Negative Control2: 0%,H1,0.3859690714,Class C
RS3PM2B,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,1.1184113274,Class A
RS3PM2B,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,1.1837956808,Class A
RS3PM2B,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,1.1885812639,Class A
RS3PM2B,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,1.2869357181,Class A
RS3PM2B,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,1.4926756365,Class A
RS3PM2B,Phosphorus,Potassium-phosphate: 0.3%,H7,1.4497184571,Class A
RS3PM2B,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,1.3737532933,Class A
RS3PM2B,Phosphorus,Creatine-phosphate: 0.3%,H9,1.4457006155,Class A
RS3PM2B,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,1.4550762302,Class A
RS3PM2B,Phosphorus,Blank27: 0%,H11,0.2434927609,Class D
RS3PM2B,Phosphorus,Blank31: 0%,H12,0.2431562443,Class D
RS3PM2C,Nitrogen,L-Glutamate: 0.3%,A1,0.8557516765,Class A
RS3PM2C,Nitrogen,L-Asparagine: 0.3%,A2,1.1873381221,Class A
RS3PM2C,Nitrogen,L-Alanine: 0.3%,A3,0.6325428792,Class B
RS3PM2C,Nitrogen,L-Methione: 0.2%,A4,0.5160290858,Class B
RS3PM2C,Nitrogen,Positive Control: 0%,A5,1.1310815064,Class A
RS3PM2C,Nitrogen,L-Glutamine: 0.3%,A6,1.1350038588,Class A
RS3PM2C,Nitrogen,L-Cysteine: 0.3%,A7,0.6067180594,Class B
RS3PM2C,Nitrogen,L-Serine: 0.3%,A8,0.9273615956,Class A
RS3PM2C,Nitrogen,L-Threonine: 0.2%,A9,0.4845781571,Class C
RS3PM2C,Nitrogen,L-Leucine: 0.3%,A10,0.3893871097,Class C
RS3PM2C,Nitrogen,L-Lysine: 0.3%,A11,0.5957600996,Class B
RS3PM2C,Nitrogen,Negative Control: 0%,A12,0.3873830404,Class C
RS3PM2C,Nitrogen,D-Glutamate: 0.3%,B1,0.3837280624,Class C
RS3PM2C,Nitrogen,D-Asparagine: 0.3%,B2,0.3793728396,Class C
RS3PM2C,Nitrogen,D-Alanine: 0.3%,B3,0.7690736418,Class A
RS3PM2C,Nitrogen,L-Tryptophan: 0.2%,B4,0.4812015032,Class C
RS3PM2C,Nitrogen,D-Asparate: 0.3%,B5,0.4259474765,Class C
RS3PM2C,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.4133385119,Class C
RS3PM2C,Nitrogen,D-Cysteine: 0.3%,B7,0.3547110975,Class C
RS3PM2C,Nitrogen,D-Serine: 0.3%,B8,0.9033662946,Class A
RS3PM2C,Nitrogen,L-Valine: 0.2%,B9,0.4451022549,Class C
RS3PM2C,Nitrogen,L-Isoleucine: 0.2%,B10,0.4443938782,Class C
RS3PM2C,Nitrogen,Tyrosine: 0.3%,B11,0.3727243011,Class C
RS3PM2C,Nitrogen,L-Citrulline: 0.3%,B12,0.4406102263,Class C
RS3PM2C,Nitrogen,L-Ornithine: 0.3%,C1,0.6657979909,Class B
RS3PM2C,Nitrogen,Putrescine: 0.3%,C2,0.4547497627,Class C
RS3PM2C,Nitrogen,D-Glucosamine: 0.3%,C3,0.442205287,Class C
RS3PM2C,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.3918641407,Class C
RS3PM2C,Nitrogen,Thymidine: 0.3%,C5,0.397953338,Class C
RS3PM2C,Nitrogen,Acetamide: 0.3%,C6,0.3918230173,Class C
RS3PM2C,Nitrogen,Blank12: 0%,C7,0.2681623831,Class D
RS3PM2C,Nitrogen,Blank15: 0%,C8,0.2720413559,Class D
RS3PM2C,Nitrogen,Blank18: 0%,C9,0.2761168924,Class D
RS3PM2C,Nitrogen,Blank21: 0%,C10,0.2391705809,Class D
RS3PM2C,Nitrogen,Blank24: 0%,C11,0.2204183426,Class D
RS3PM2C,Nitrogen,Blank28: 0%,C12,0.2083627403,Class D
RS3PM2C,Sulfur,Negative Control1: 0%,D1,1.06912936,Class A
RS3PM2C,Sulfur,Blank2: 0%,D2,0.268944704,Class D
RS3PM2C,Sulfur,Blank4: 0%,D3,0.2850201131,Class D
RS3PM2C,Sulfur,Blank6: 0%,D4,0.3092732244,Class D
RS3PM2C,Sulfur,Blank8: 0%,D5,0.2794633555,Class D
RS3PM2C,Sulfur,Blank10: 0%,D6,0.2853521252,Class D
RS3PM2C,Sulfur,Blank13: 0%,D7,0.282573141,Class D
RS3PM2C,Sulfur,Blank16: 0%,D8,0.2919681954,Class D
RS3PM2C,Sulfur,Blank19: 0%,D9,0.2924333182,Class D
RS3PM2C,Sulfur,Blank22: 0%,D10,0.2725091743,Class D
RS3PM2C,Sulfur,Blank25: 0%,D11,0.2308171833,Class D
RS3PM2C,Sulfur,Blank29: 0%,D12,0.2182977764,Class D
RS3PM2C,Sulfur,L-Methionine: 0.3%,E1,1.1706028328,Class A
RS3PM2C,Sulfur,L-Cysteine: 0.3%,E2,1.1142961402,Class A
RS3PM2C,Sulfur,L-Cysteate: 0.3%,E3,0.5950563552,Class B
RS3PM2C,Sulfur,Glutathione: 0.2%,E4,0.9068998018,Class A
RS3PM2C,Sulfur,Thiourea: 0.3%,E5,1.053835467,Class A
RS3PM2C,Sulfur,L-Djenkolate: 0.3%,E6,1.161183811,Class A
RS3PM2C,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.7489029025,Class B
RS3PM2C,Sulfur,1-Butane-Sulfonate: 0.3%,E8,1.1373721861,Class A
RS3PM2C,Sulfur,Taurocholate: 0.3%,E9,0.6615741787,Class B
RS3PM2C,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,1.0388894621,Class A
RS3PM2C,Sulfur,Magnesium-Sulfate: 0.3%,E11,1.1248789534,Class A
RS3PM2C,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,1.1597112501,Class A
RS3PM2C,Sulfur,D-Methionine: 0.2%,F1,0.9516403976,Class A
RS3PM2C,Sulfur,D-Cysteine: 0.3%,F2,0.4011692677,Class C
RS3PM2C,Sulfur,Isethionate: 0.3%,F3,1.1406780461,Class A
RS3PM2C,Sulfur,Sulfanate: 0.2%,F4,0.7515080986,Class A
RS3PM2C,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.6285752718,Class B
RS3PM2C,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,1.1103332581,Class A
RS3PM2C,Sulfur,DL-Ethionine: 0.3%,F7,1.096995023,Class A
RS3PM2C,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.8106352655,Class A
RS3PM2C,Sulfur,Methane-Sulfonate: 0.3%,F9,1.1028034947,Class A
RS3PM2C,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,1.1221563015,Class A
RS3PM2C,Sulfur,Taurine: 0.3%,F11,1.0929834531,Class A
RS3PM2C,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.2463797364,Class D
RS3PM2C,Phosphorus,Blank1: 0%,G1,0.2586402935,Class D
RS3PM2C,Phosphorus,Blank3: 0%,G2,0.2476689803,Class D
RS3PM2C,Phosphorus,Blank5: 0%,G3,0.269458898,Class D
RS3PM2C,Phosphorus,Blank7: 0%,G4,0.246562294,Class D
RS3PM2C,Phosphorus,Blank9: 0%,G5,0.229905016,Class D
RS3PM2C,Phosphorus,Blank11: 0%,G6,0.2243044957,Class D
RS3PM2C,Phosphorus,Blank14: 0%,G7,0.2244660893,Class D
RS3PM2C,Phosphorus,Blank17: 0%,G8,0.2318067679,Class D
RS3PM2C,Phosphorus,Blank20: 0%,G9,0.2250685865,Class D
RS3PM2C,Phosphorus,Blank23: 0%,G10,0.2259984382,Class D
RS3PM2C,Phosphorus,Blank26: 0%,G11,0.2393829573,Class D
RS3PM2C,Phosphorus,Blank30: 0%,G12,0.2143584665,Class D
RS3PM2C,Phosphorus,Negative Control2: 0%,H1,0.3480364607,Class C
RS3PM2C,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,1.1404146124,Class A
RS3PM2C,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,1.1535653163,Class A
RS3PM2C,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,1.2064429237,Class A
RS3PM2C,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,1.2902923336,Class A
RS3PM2C,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,1.4531504315,Class A
RS3PM2C,Phosphorus,Potassium-phosphate: 0.3%,H7,1.4368481905,Class A
RS3PM2C,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,1.5037194746,Class A
RS3PM2C,Phosphorus,Creatine-phosphate: 0.3%,H9,1.4981827086,Class A
RS3PM2C,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,1.4500903549,Class A
RS3PM2C,Phosphorus,Blank27: 0%,H11,0.2279466508,Class D
RS3PM2C,Phosphorus,Blank31: 0%,H12,0.2254844152,Class D
RS5PM2,Nitrogen,L-Glutamate: 0.3%,A1,0.5928015828,Class B
RS5PM2,Nitrogen,L-Asparagine: 0.3%,A2,1.0616606308,Class A
RS5PM2,Nitrogen,L-Alanine: 0.3%,A3,0.4434734085,Class C
RS5PM2,Nitrogen,L-Methione: 0.2%,A4,0.4741660258,Class C
RS5PM2,Nitrogen,Positive Control: 0%,A5,0.9608104187,Class A
RS5PM2,Nitrogen,L-Glutamine: 0.3%,A6,1.1387092649,Class A
RS5PM2,Nitrogen,L-Cysteine: 0.3%,A7,0.5567403858,Class B
RS5PM2,Nitrogen,L-Serine: 0.3%,A8,0.8688720327,Class A
RS5PM2,Nitrogen,L-Threonine: 0.2%,A9,0.2314384486,Class D
RS5PM2,Nitrogen,L-Leucine: 0.3%,A10,0.2503487135,Class D
RS5PM2,Nitrogen,L-Lysine: 0.3%,A11,0.2508191641,Class D
RS5PM2,Nitrogen,Negative Control: 0%,A12,0.1982796248,Class D
RS5PM2,Nitrogen,D-Glutamate: 0.3%,B1,0.247990509,Class D
RS5PM2,Nitrogen,D-Asparagine: 0.3%,B2,0.3745958141,Class C
RS5PM2,Nitrogen,D-Alanine: 0.3%,B3,0.6483940768,Class B
RS5PM2,Nitrogen,L-Tryptophan: 0.2%,B4,0.4153213608,Class C
RS5PM2,Nitrogen,D-Asparate: 0.3%,B5,0.4005072897,Class C
RS5PM2,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.4721308761,Class C
RS5PM2,Nitrogen,D-Cysteine: 0.3%,B7,0.2293166196,Class D
RS5PM2,Nitrogen,D-Serine: 0.3%,B8,0.8099701604,Class A
RS5PM2,Nitrogen,L-Valine: 0.2%,B9,0.2777961098,Class D
RS5PM2,Nitrogen,L-Isoleucine: 0.2%,B10,0.2408394725,Class D
RS5PM2,Nitrogen,Tyrosine: 0.3%,B11,0.2285991821,Class D
RS5PM2,Nitrogen,L-Citrulline: 0.3%,B12,0.2572313316,Class D
RS5PM2,Nitrogen,L-Ornithine: 0.3%,C1,0.6207577591,Class B
RS5PM2,Nitrogen,Putrescine: 0.3%,C2,0.3150190089,Class D
RS5PM2,Nitrogen,D-Glucosamine: 0.3%,C3,0.3990089043,Class C
RS5PM2,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.3404350658,Class C
RS5PM2,Nitrogen,Thymidine: 0.3%,C5,0.3549122903,Class C
RS5PM2,Nitrogen,Acetamide: 0.3%,C6,0.5932331297,Class B
RS5PM2,Nitrogen,Blank12: 0%,C7,0.3245874301,Class C
RS5PM2,Nitrogen,Blank15: 0%,C8,0.3198511286,Class D
RS5PM2,Nitrogen,Blank18: 0%,C9,0.3288217345,Class C
RS5PM2,Nitrogen,Blank21: 0%,C10,0.324088946,Class C
RS5PM2,Nitrogen,Blank24: 0%,C11,0.3153538395,Class D
RS5PM2,Nitrogen,Blank28: 0%,C12,0.3297146454,Class C
RS5PM2,Sulfur,Negative Control1: 0%,D1,1.034374518,Class A
RS5PM2,Sulfur,Blank2: 0%,D2,1.0376047913,Class A
RS5PM2,Sulfur,Blank4: 0%,D3,1.0013453403,Class A
RS5PM2,Sulfur,Blank6: 0%,D4,1.0398969752,Class A
RS5PM2,Sulfur,Blank8: 0%,D5,0.9703830276,Class A
RS5PM2,Sulfur,Blank10: 0%,D6,0.9644873956,Class A
RS5PM2,Sulfur,Blank13: 0%,D7,0.9987505371,Class A
RS5PM2,Sulfur,Blank16: 0%,D8,0.9668703927,Class A
RS5PM2,Sulfur,Blank19: 0%,D9,0.9837356523,Class A
RS5PM2,Sulfur,Blank22: 0%,D10,0.9965681252,Class A
RS5PM2,Sulfur,Blank25: 0%,D11,1.0106939653,Class A
RS5PM2,Sulfur,Blank29: 0%,D12,1.0025115023,Class A
RS5PM2,Sulfur,L-Methionine: 0.3%,E1,1.0719686559,Class A
RS5PM2,Sulfur,L-Cysteine: 0.3%,E2,0.8783935302,Class A
RS5PM2,Sulfur,L-Cysteate: 0.3%,E3,0.7229436314,Class B
RS5PM2,Sulfur,Glutathione: 0.2%,E4,0.8130895311,Class A
RS5PM2,Sulfur,Thiourea: 0.3%,E5,0.966862109,Class A
RS5PM2,Sulfur,L-Djenkolate: 0.3%,E6,0.9893561432,Class A
RS5PM2,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.7870900337,Class A
RS5PM2,Sulfur,1-Butane-Sulfonate: 0.3%,E8,1.0147784873,Class A
RS5PM2,Sulfur,Taurocholate: 0.3%,E9,0.3391624256,Class C
RS5PM2,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,0.9036457173,Class A
RS5PM2,Sulfur,Magnesium-Sulfate: 0.3%,E11,1.0244301579,Class A
RS5PM2,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,1.0129830268,Class A
RS5PM2,Sulfur,D-Methionine: 0.2%,F1,0.9749429459,Class A
RS5PM2,Sulfur,D-Cysteine: 0.3%,F2,0.2598368472,Class D
RS5PM2,Sulfur,Isethionate: 0.3%,F3,1.0569568644,Class A
RS5PM2,Sulfur,Sulfanate: 0.2%,F4,0.2601747886,Class D
RS5PM2,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.3631496252,Class C
RS5PM2,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,1.0446411141,Class A
RS5PM2,Sulfur,DL-Ethionine: 0.3%,F7,0.5804950164,Class B
RS5PM2,Sulfur,N-acetyl-DL-methionine: 0.3%,F8,0.879223407,Class A
RS5PM2,Sulfur,Methane-Sulfonate: 0.3%,F9,1.0381563096,Class A
RS5PM2,Sulfur,Gamma-Amino-n-Butyrate: 0.2%,F10,0.9949794588,Class A
RS5PM2,Sulfur,Taurine: 0.3%,F11,0.9673509222,Class A
RS5PM2,Sulfur,N-Acetyl-L-Cysteine: 0.3%,F12,0.6917789088,Class B
RS5PM2,Phosphorus,Blank1: 0%,G1,0.341434473,Class C
RS5PM2,Phosphorus,Blank3: 0%,G2,0.3340425326,Class C
RS5PM2,Phosphorus,Blank5: 0%,G3,0.2935579502,Class D
RS5PM2,Phosphorus,Blank7: 0%,G4,0.2992798423,Class D
RS5PM2,Phosphorus,Blank9: 0%,G5,0.2957171658,Class D
RS5PM2,Phosphorus,Blank11: 0%,G6,0.2760943733,Class D
RS5PM2,Phosphorus,Blank14: 0%,G7,0.2715901971,Class D
RS5PM2,Phosphorus,Blank17: 0%,G8,0.2816899709,Class D
RS5PM2,Phosphorus,Blank20: 0%,G9,0.2693280034,Class D
RS5PM2,Phosphorus,Blank23: 0%,G10,0.2685067791,Class D
RS5PM2,Phosphorus,Blank26: 0%,G11,0.2473075275,Class D
RS5PM2,Phosphorus,Blank30: 0%,G12,0.2560220046,Class D
RS5PM2,Phosphorus,Negative Control2: 0%,H1,0.3186634503,Class D
RS5PM2,Phosphorus,Diethyl-Dithio-phosphate: 0.3%,H2,0.6275118464,Class B
RS5PM2,Phosphorus,D-Glucose-6-phosphate: 0.3%,H3,1.0792494682,Class A
RS5PM2,Phosphorus,Adenosine-5-monophosphate: 0.3%,H4,1.0472839693,Class A
RS5PM2,Phosphorus,Sodium-Pyro-phosphate: 0.3%,H5,1.0111636912,Class A
RS5PM2,Phosphorus,Sodium-Thio-phosphate: 0.3%,H6,1.1160726528,Class A
RS5PM2,Phosphorus,Potassium-phosphate: 0.3%,H7,1.128979235,Class A
RS5PM2,Phosphorus,DL-Alpha-glycero-phosphate: 0.3%,H8,1.0417262663,Class A
RS5PM2,Phosphorus,Creatine-phosphate: 0.3%,H9,1.1370429275,Class A
RS5PM2,Phosphorus,Beta-Glycero-phosphate: 0.3%,H10,1.0968044702,Class A
RS5PM2,Phosphorus,Blank27: 0%,H11,0.293611413,Class D
RS5PM2,Phosphorus,Blank31: 0%,H12,0.2773441219,Class D
RS6PM2,Nitrogen,L-Glutamate: 0.3%,A1,0.3538633245,Class C
RS6PM2,Nitrogen,L-Asparagine: 0.3%,A2,0.6996075205,Class B
RS6PM2,Nitrogen,L-Alanine: 0.3%,A3,0.5600732566,Class B
RS6PM2,Nitrogen,L-Methione: 0.2%,A4,0.3477131493,Class C
RS6PM2,Nitrogen,Positive Control: 0%,A5,0.7415040855,Class B
RS6PM2,Nitrogen,L-Glutamine: 0.3%,A6,0.9236135209,Class A
RS6PM2,Nitrogen,L-Cysteine: 0.3%,A7,0.460186929,Class C
RS6PM2,Nitrogen,L-Serine: 0.3%,A8,0.830563712,Class A
RS6PM2,Nitrogen,L-Threonine: 0.2%,A9,0.3206683303,Class C
RS6PM2,Nitrogen,L-Leucine: 0.3%,A10,0.284964866,Class D
RS6PM2,Nitrogen,L-Lysine: 0.3%,A11,0.3337548541,Class C
RS6PM2,Nitrogen,Negative Control: 0%,A12,0.2318303954,Class D
RS6PM2,Nitrogen,D-Glutamate: 0.3%,B1,0.3430203749,Class C
RS6PM2,Nitrogen,D-Asparagine: 0.3%,B2,0.3053980938,Class D
RS6PM2,Nitrogen,D-Alanine: 0.3%,B3,0.6805490284,Class B
RS6PM2,Nitrogen,L-Tryptophan: 0.2%,B4,0.3949677196,Class C
RS6PM2,Nitrogen,D-Asparate: 0.3%,B5,0.2882385632,Class D
RS6PM2,Nitrogen,L-Phenyl-alanine: 0.3%,B6,0.4686883634,Class C
RS6PM2,Nitrogen,D-Cysteine: 0.3%,B7,0.273658773,Class D
RS6PM2,Nitrogen,D-Serine: 0.3%,B8,0.7647713513,Class A
RS6PM2,Nitrogen,L-Valine: 0.2%,B9,0.3309237329,Class C
RS6PM2,Nitrogen,L-Isoleucine: 0.2%,B10,0.2915170789,Class D
RS6PM2,Nitrogen,Tyrosine: 0.3%,B11,0.3384645416,Class C
RS6PM2,Nitrogen,L-Citrulline: 0.3%,B12,0.3775961931,Class C
RS6PM2,Nitrogen,L-Ornithine: 0.3%,C1,0.5107791129,Class B
RS6PM2,Nitrogen,Putrescine: 0.3%,C2,0.6470744786,Class B
RS6PM2,Nitrogen,D-Glucosamine: 0.3%,C3,0.3164034938,Class D
RS6PM2,Nitrogen,2-Deoxy-D-Ribose: 0.3%,C4,0.2763223424,Class D
RS6PM2,Nitrogen,Thymidine: 0.3%,C5,0.3132741644,Class D
RS6PM2,Nitrogen,Acetamide: 0.3%,C6,0.3310234185,Class C
RS6PM2,Nitrogen,Blank12: 0%,C7,0.3108526823,Class D
RS6PM2,Nitrogen,Blank15: 0%,C8,0.2979627297,Class D
RS6PM2,Nitrogen,Blank18: 0%,C9,0.3052119057,Class D
RS6PM2,Nitrogen,Blank21: 0%,C10,0.2970322982,Class D
RS6PM2,Nitrogen,Blank24: 0%,C11,0.3025388763,Class D
RS6PM2,Nitrogen,Blank28: 0%,C12,0.2742792958,Class D
RS6PM2,Sulfur,Negative Control1: 0%,D1,1.0667256487,Class A
RS6PM2,Sulfur,Blank2: 0%,D2,0.9529086065,Class A
RS6PM2,Sulfur,Blank4: 0%,D3,0.9072168911,Class A
RS6PM2,Sulfur,Blank6: 0%,D4,0.9168523624,Class A
RS6PM2,Sulfur,Blank8: 0%,D5,0.909086144,Class A
RS6PM2,Sulfur,Blank10: 0%,D6,0.9328487252,Class A
RS6PM2,Sulfur,Blank13: 0%,D7,0.8946259293,Class A
RS6PM2,Sulfur,Blank16: 0%,D8,0.9239013415,Class A
RS6PM2,Sulfur,Blank19: 0%,D9,0.9442411706,Class A
RS6PM2,Sulfur,Blank22: 0%,D10,0.9616258599,Class A
RS6PM2,Sulfur,Blank25: 0%,D11,0.9704735262,Class A
RS6PM2,Sulfur,Blank29: 0%,D12,1.0210088406,Class A
RS6PM2,Sulfur,L-Methionine: 0.3%,E1,0.7367745499,Class B
RS6PM2,Sulfur,L-Cysteine: 0.3%,E2,0.9852463049,Class A
RS6PM2,Sulfur,L-Cysteate: 0.3%,E3,0.9578262857,Class A
RS6PM2,Sulfur,Glutathione: 0.2%,E4,0.7338724232,Class B
RS6PM2,Sulfur,Thiourea: 0.3%,E5,1.052540815,Class A
RS6PM2,Sulfur,L-Djenkolate: 0.3%,E6,0.9442353652,Class A
RS6PM2,Sulfur,Acetyl-Cysteine: 0.3%,E7,0.8107747873,Class A
RS6PM2,Sulfur,1-Butane-Sulfonate: 0.3%,E8,0.9735434599,Class A
RS6PM2,Sulfur,Taurocholate: 0.3%,E9,0.8729296472,Class A
RS6PM2,Sulfur,Potassium-Tetra-Thionate: 0.3%,E10,1.1393391949,Class A
RS6PM2,Sulfur,Magnesium-Sulfate: 0.3%,E11,0.976641022,Class A
RS6PM2,Sulfur,Diethyl-Dithio-phosphate: 0.3%,E12,1.047359909,Class A
RS6PM2,Sulfur,D-Methionine: 0.2%,F1,0.8752980987,Class A
RS6PM2,Sulfur,D-Cysteine: 0.3%,F2,0.5700901711,Class B
RS6PM2,Sulfur,Isethionate: 0.3%,F3,1.0480643096,Class A
RS6PM2,Sulfur,Sulfanate: 0.2%,F4,0.8942964989,Class A
RS6PM2,Sulfur,DL-Alpha-amino-n-Butyrate: 0.2%,F5,0.7087018253,Class B
RS6PM2,Sulfur,Sodium-Thio-sulfate: 0.3%,F6,0.9894982002,Class A
RS6PM2,Sulfur,DL-Ethionine: 0.3%,F7,0.948834681,Class A
