Clone	Main Source	Growth Condition	Well	Harmonic Mean	Growth Cond. Classification
RS28PM1A	Carbon	Thymidine, 0.3%	E1	0.4374566574	Class C
RS28PM1A	Carbon	Sucrose, 0.3%	E2	0.938511817	Class A
RS28PM1A	Carbon	D-Xylose, 0.3%	E3	0.2374006265	Class D
RS28PM1A	Carbon	L-Cysteine, 0.3%	E4	0.2311166159	Class D
RS28PM1A	Carbon	Alpha-D-Lactose, 0.3%	E5	0.2584868954	Class D
RS28PM1A	Carbon	D-Raffinose, 0.3%	E6	0.3011138868	Class D
RS28PM1A	Carbon	D-Asparagine, 0.3%	E7	0.2316767566	Class D
RS28PM1A	Carbon	i-Erythritol, 0.3%	E8	0.5506925738	Class B
RS28PM1A	Carbon	D-Cysteine, 0.3%	E9	0.2369661684	Class D
RS28PM1A	Carbon	L-Isoleucine, 0.2%	E10	0.2410171907	Class D
RS28PM1A	Carbon	L-Cysteate, 0.3%	E11	0.2195401834	Class D
RS28PM1A	Carbon	Adenosine, 0.2%	E12	0.396824964	Class C
RS28PM1A	Carbon	Xylitol, 0.3%	F1	0.5397832528	Class B
RS28PM1A	Carbon	L-Glutamine, 0.3%	F2	0.318052417	Class D
RS28PM1A	Carbon	L-Rhamnose, 0.3%	F3	0.2381341618	Class D
RS28PM1A	Carbon	Putrescine, 0.3%	F4	0.5586334514	Class B
RS28PM1A	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.2390106217	Class D
RS28PM1A	Carbon	L-Arabitol, 0.3%	F6	0.8126251998	Class A
RS28PM1A	Carbon	D-Glucosamine, 0.3%	F7	0.8139434403	Class A
RS28PM1A	Carbon	L-Phenylalanine, 0.3%	F8	0.3381652119	Class C
RS28PM1A	Carbon	D-Glutamate, 0.2%	F9	0.2212175092	Class D
RS28PM1A	Carbon	D-Arabinose, 0.3%	F10	0.2396141751	Class D
RS28PM1A	Carbon	L-Tryptophan, 0.2%	F11	0.2376148275	Class D
RS28PM1A	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.2871864711	Class D
RS28PM1A	Nitrogen	Negative Control, 0%	G1	0.3413447751	Class C
RS28PM1A	Nitrogen	Tyramine, 0.2%	G2	0.248383718	Class D
RS28PM1A	Nitrogen	Uridine, 0.3%	G3	0.488850545	Class C
RS28PM1A	Nitrogen	Inosine, 0.3%	G4	0.4208773657	Class C
RS28PM1A	Nitrogen	Histamine, 0.3%	G5	0.390820315	Class C
RS28PM1A	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.5932266594	Class B
RS28PM1A	Nitrogen	Cytidine, 0.3%	G7	0.8404168022	Class A
RS28PM1A	Nitrogen	Adenosine, 0.2%	G8	0.7501036103	Class A
RS28PM1A	Nitrogen	L-Arginine, 0.2%	G9	0.8523366686	Class A
RS28PM1A	Nitrogen	Thiourea, 0.3%	G10	0.4027161988	Class C
RS28PM1A	Nitrogen	Biuret, 0.2%	G11	0.4849312028	Class C
RS28PM1A	Nitrogen	Guanidine, 0.3%	G12	0.2436965255	Class D
RS28PM1A	Nitrogen	L-Histidine, 0.3%	H1	0.922236992	Class A
RS28PM1A	Nitrogen	Thymine, 0.2%	H2	0.5115958482	Class B
RS28PM1A	Nitrogen	L-Glutathione, 0.2%	H3	1.0815871527	Class A
RS28PM1A	Nitrogen	Allantoin, 0.2%	H4	0.4054330491	Class C
RS28PM1A	Nitrogen	Adenine, 0.2%	H5	0.8586049958	Class A
RS28PM1A	Nitrogen	Glycine, 0.3%	H6	0.5672295595	Class B
RS28PM1A	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.406479325	Class C
RS28PM1A	Nitrogen	L-Proline, 0.2%	H8	0.9260626412	Class A
RS28PM1A	Nitrogen	D-Methionine, 0.2%	H9	0.3560269737	Class C
RS28PM1A	Nitrogen	Cytosine, 0.2%	H10	0.6987230743	Class B
RS28PM1A	Nitrogen	D-Valine, 0.2%	H11	0.3138414692	Class D
RS28PM1A	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.7026451548	Class B
RS28PM1B	Carbon	Propionic Acid, 0.3%	A1	0.8081987555	Class A
RS28PM1B	Carbon	L-Glutamate, 0.3%	A2	1.5977732334	Class A
RS28PM1B	Carbon	D-Glucose, 0.3%	A3	0.7581480077	Class A
RS28PM1B	Carbon	Potasium Sorbate, 0.3%	A4	0.5529875717	Class B
RS28PM1B	Carbon	Lactulose, 0.3%	A5	1.1382496792	Class A
RS28PM1B	Carbon	Glycerol, 0.3%	A6	1.1592366942	Class A
RS28PM1B	Carbon	Myo-Inositol, 0.3%	A7	0.6559375627	Class B
RS28PM1B	Carbon	D-Serine, 0.3%	A8	1.0335919843	Class A
RS28PM1B	Carbon	D-Galactose, 0.3%	A9	0.6093837598	Class B
RS28PM1B	Carbon	Oxalate, 0.2%	A10	0.569058105	Class B
RS28PM1B	Carbon	Malate, 0.3%	A11	0.5861149745	Class B
RS28PM1B	Carbon	L-Methionine, 0.2%	A12	0.3466836661	Class C
RS28PM1B	Carbon	Glycine, 0.3%	B1	0.2676486116	Class D
RS28PM1B	Carbon	Negative Control, 0%	B2	0.4267762204	Class C
RS28PM1B	Carbon	Quinic Acid, 0.3%	B3	0.7073627569	Class B
RS28PM1B	Carbon	Sodium Succinate, 0.3%	B4	0.5371194715	Class B
RS28PM1B	Carbon	Dulcitol, 0.3%	B5	0.4088221618	Class C
RS28PM1B	Carbon	Alpha-D-Glucose, 0.3%	B6	0.6482620291	Class B
RS28PM1B	Carbon	L-Xylose, 0.3%	B7	0.4616207047	Class C
RS28PM1B	Carbon	L-Aspartate, 0.2%	B8	1.0083441335	Class A
RS28PM1B	Carbon	D-Fructose, 0.3%	B9	0.5259537406	Class B
RS28PM1B	Carbon	L-Valine, 0.2%	B10	0.4995754841	Class C
RS28PM1B	Carbon	Sodium Pyruvate, 0.3%	B11	0.6329119589	Class B
RS28PM1B	Carbon	Lactate, 0.3%	B12	0.788157657	Class A
RS28PM1B	Carbon	Citrate, 0.3%	C1	0.8672934079	Class A
RS28PM1B	Carbon	D-Mannose, 0.3%	C2	0.8109334777	Class A
RS28PM1B	Carbon	L-Serine, 0.3%	C3	0.4421362615	Class C
RS28PM1B	Carbon	D-Salicin, 0.3%	C4	0.3633710938	Class C
RS28PM1B	Carbon	D-Cellubiose, 0.3%	C5	0.5070529077	Class B
RS28PM1B	Carbon	Adonitol, 0.3%	C6	0.4261822497	Class C
RS28PM1B	Carbon	D-Glucose-6-phosphate, 0.3%	C7	0.4467682437	Class C
RS28PM1B	Carbon	L-Sorbose, 0.3%	C8	0.430476596	Class C
RS28PM1B	Carbon	D-Arabitol, 0.3%	C9	0.3576724185	Class C
RS28PM1B	Carbon	L-Lysine, 0.3%	C10	0.3612803426	Class C
RS28PM1B	Carbon	D-Trehalose, 0.3%	C11	0.3804400039	Class C
RS28PM1B	Carbon	Acetate, 0.3%	C12	0.3864221644	Class C
RS28PM1B	Carbon	L-Alanine, 0.3%	D1	1.0420640534	Class A
RS28PM1B	Carbon	L-Arabinose, 0.3%	D2	0.9786721125	Class A
RS28PM1B	Carbon	L-Threonine, 0.3%	D3	0.972110842	Class A
RS28PM1B	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.9657363136	Class A
RS28PM1B	Carbon	D-Ribose, 0.3%	D5	1.0084971991	Class A
RS28PM1B	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.9630921196	Class A
RS28PM1B	Carbon	D-Alanine, 0.3%	D7	1.023250321	Class A
RS28PM1B	Carbon	L-Fucose, 0.3%	D8	1.0038082741	Class A
RS28PM1B	Carbon	L-Asparagine, 0.2%	D9	0.9909849278	Class A
RS28PM1B	Carbon	L-Leucine, 0.3%	D10	1.0613472019	Class A
RS28PM1B	Carbon	D-Aspartate, 0.2%	D11	1.316641417	Class A
RS28PM1B	Carbon	Inosine, 0.3%	D12	1.0717393304	Class A
RS28PM1B	Carbon	Thymidine, 0.3%	E1	1.0152534818	Class A
RS28PM1B	Carbon	Sucrose, 0.3%	E2	0.8722454314	Class A
RS28PM1B	Carbon	D-Xylose, 0.3%	E3	0.7978118806	Class A
RS28PM1B	Carbon	L-Cysteine, 0.3%	E4	0.8948647781	Class A
RS28PM1B	Carbon	Alpha-D-Lactose, 0.3%	E5	1.3028250476	Class A
RS28PM1B	Carbon	D-Raffinose, 0.3%	E6	1.0347193186	Class A
RS28PM1B	Carbon	D-Asparagine, 0.3%	E7	0.8005882237	Class A
RS28PM1B	Carbon	i-Erythritol, 0.3%	E8	1.0441983059	Class A
RS28PM1B	Carbon	D-Cysteine, 0.3%	E9	0.8541982098	Class A
RS28PM1B	Carbon	L-Isoleucine, 0.2%	E10	1.2169782385	Class A
RS28PM1B	Carbon	L-Cysteate, 0.3%	E11	1.3448875637	Class A
RS28PM1B	Carbon	Adenosine, 0.2%	E12	1.1195478764	Class A
RS28PM1B	Carbon	Xylitol, 0.3%	F1	1.0171469398	Class A
RS28PM1B	Carbon	L-Glutamine, 0.3%	F2	0.7098743597	Class B
RS28PM1B	Carbon	L-Rhamnose, 0.3%	F3	1.0725593411	Class A
RS28PM1B	Carbon	Putrescine, 0.3%	F4	0.9494093844	Class A
RS28PM1B	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.3903475137	Class C
RS28PM1B	Carbon	L-Arabitol, 0.3%	F6	1.071053416	Class A
RS28PM1B	Carbon	D-Glucosamine, 0.3%	F7	1.0222029583	Class A
RS28PM1B	Carbon	L-Phenylalanine, 0.3%	F8	0.9678395649	Class A
RS28PM1B	Carbon	D-Glutamate, 0.2%	F9	1.1301240838	Class A
RS28PM1B	Carbon	D-Arabinose, 0.3%	F10	0.9739314091	Class A
RS28PM1B	Carbon	L-Tryptophan, 0.2%	F11	1.1021263737	Class A
RS28PM1B	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.8764245165	Class A
RS28PM1B	Nitrogen	Negative Control, 0%	G1	0.3037316401	Class D
RS28PM1B	Nitrogen	Tyramine, 0.2%	G2	0.3267988266	Class C
RS28PM1B	Nitrogen	Uridine, 0.3%	G3	0.3012482313	Class D
RS28PM1B	Nitrogen	Inosine, 0.3%	G4	0.4134833703	Class C
RS28PM1B	Nitrogen	Histamine, 0.3%	G5	0.3242560704	Class C
RS28PM1B	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.292343858	Class D
RS28PM1B	Nitrogen	Cytidine, 0.3%	G7	0.3047778152	Class D
RS28PM1B	Nitrogen	Adenosine, 0.2%	G8	0.3237768139	Class C
RS28PM1B	Nitrogen	L-Arginine, 0.2%	G9	0.3484061822	Class C
RS28PM1B	Nitrogen	Thiourea, 0.3%	G10	0.3754805167	Class C
RS28PM1B	Nitrogen	Biuret, 0.2%	G11	0.4270499333	Class C
RS28PM1B	Nitrogen	Guanidine, 0.3%	G12	0.5113989315	Class B
RS28PM1B	Nitrogen	L-Histidine, 0.3%	H1	0.4540829183	Class C
RS28PM1B	Nitrogen	Thymine, 0.2%	H2	0.7681101521	Class A
RS28PM1B	Nitrogen	L-Glutathione, 0.2%	H3	1.1543156256	Class A
RS28PM1B	Nitrogen	Allantoin, 0.2%	H4	1.1087092079	Class A
RS28PM1B	Nitrogen	Adenine, 0.2%	H5	0.8732607073	Class A
RS28PM1B	Nitrogen	Glycine, 0.3%	H6	1.1732421665	Class A
RS28PM1B	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.9622730956	Class A
RS28PM1B	Nitrogen	L-Proline, 0.2%	H8	1.0210334727	Class A
RS28PM1B	Nitrogen	D-Methionine, 0.2%	H9	1.103641432	Class A
RS28PM1B	Nitrogen	Cytosine, 0.2%	H10	1.2011282771	Class A
RS28PM1B	Nitrogen	D-Valine, 0.2%	H11	0.4065926451	Class C
RS28PM1B	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.4659478363	Class C
RS29PM1A	Carbon	Propionic Acid, 0.3%	A1	0.2697220048	Class D
RS29PM1A	Carbon	L-Glutamate, 0.3%	A2	0.5252269155	Class B
RS29PM1A	Carbon	D-Glucose, 0.3%	A3	0.6342213399	Class B
RS29PM1A	Carbon	Potasium Sorbate, 0.3%	A4	0.2553737112	Class D
RS29PM1A	Carbon	Lactulose, 0.3%	A5	0.2578615546	Class D
RS29PM1A	Carbon	Glycerol, 0.3%	A6	0.5645465543	Class B
RS29PM1A	Carbon	Myo-Inositol, 0.3%	A7	0.4868579304	Class C
RS29PM1A	Carbon	D-Serine, 0.3%	A8	0.2411524317	Class D
RS29PM1A	Carbon	D-Galactose, 0.3%	A9	0.3887509127	Class C
RS29PM1A	Carbon	Oxalate, 0.2%	A10	0.2076239517	Class D
RS29PM1A	Carbon	Malate, 0.3%	A11	0.3584458687	Class C
RS29PM1A	Carbon	L-Methionine, 0.2%	A12	0.2167555125	Class D
RS29PM1A	Carbon	Glycine, 0.3%	B1	0.2583984653	Class D
RS29PM1A	Carbon	Negative Control, 0%	B2	0.2655615661	Class D
RS29PM1A	Carbon	Quinic Acid, 0.3%	B3	0.2560980536	Class D
RS29PM1A	Carbon	Sodium Succinate, 0.3%	B4	0.5420628732	Class B
RS29PM1A	Carbon	Dulcitol, 0.3%	B5	0.2518177284	Class D
RS29PM1A	Carbon	Alpha-D-Glucose, 0.3%	B6	0.7045729681	Class B
RS29PM1A	Carbon	L-Xylose, 0.3%	B7	0.2466934113	Class D
RS29PM1A	Carbon	L-Aspartate, 0.2%	B8	0.3877809556	Class C
RS29PM1A	Carbon	D-Fructose, 0.3%	B9	0.710732157	Class B
RS29PM1A	Carbon	L-Valine, 0.2%	B10	0.2190249146	Class D
RS29PM1A	Carbon	Sodium Pyruvate, 0.3%	B11	0.4279153255	Class C
RS29PM1A	Carbon	Lactate, 0.3%	B12	0.3179041375	Class D
RS29PM1A	Carbon	Citrate, 0.3%	C1	0.6354563703	Class B
RS29PM1A	Carbon	D-Mannose, 0.3%	C2	0.6687511949	Class B
RS29PM1A	Carbon	L-Serine, 0.3%	C3	0.4038802661	Class C
RS29PM1A	Carbon	D-Salicin, 0.3%	C4	0.6104703075	Class B
RS29PM1A	Carbon	D-Cellubiose, 0.3%	C5	0.2418238575	Class D
RS29PM1A	Carbon	Adonitol, 0.3%	C6	0.3626195606	Class C
RS29PM1A	Carbon	D-Glucose-6-phosphate, 0.3%	C7	0.7547851143	Class A
RS29PM1A	Carbon	L-Sorbose, 0.3%	C8	0.2302947534	Class D
RS29PM1A	Carbon	D-Arabitol, 0.3%	C9	0.2363866643	Class D
RS29PM1A	Carbon	L-Lysine, 0.3%	C10	0.2231058994	Class D
RS29PM1A	Carbon	D-Trehalose, 0.3%	C11	0.6880204716	Class B
RS29PM1A	Carbon	Acetate, 0.3%	C12	0.2513131925	Class D
RS29PM1A	Carbon	L-Alanine, 0.3%	D1	0.3815917568	Class C
RS29PM1A	Carbon	L-Arabinose, 0.3%	D2	0.2490872466	Class D
RS29PM1A	Carbon	L-Threonine, 0.3%	D3	0.2497085092	Class D
RS29PM1A	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.2973797818	Class D
RS29PM1A	Carbon	D-Ribose, 0.3%	D5	0.7551852179	Class A
RS29PM1A	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.4534629444	Class C
RS29PM1A	Carbon	D-Alanine, 0.3%	D7	0.3106825439	Class D
RS29PM1A	Carbon	L-Fucose, 0.3%	D8	0.3893981456	Class C
RS29PM1A	Carbon	L-Asparagine, 0.2%	D9	0.5380680399	Class B
RS29PM1A	Carbon	L-Leucine, 0.3%	D10	0.2476181032	Class D
RS29PM1A	Carbon	D-Aspartate, 0.2%	D11	0.2186601953	Class D
RS29PM1A	Carbon	Inosine, 0.3%	D12	0.6013609117	Class B
RS29PM1A	Carbon	Thymidine, 0.3%	E1	0.441437723	Class C
RS29PM1A	Carbon	Sucrose, 0.3%	E2	0.9823755927	Class A
RS29PM1A	Carbon	D-Xylose, 0.3%	E3	0.3601054321	Class C
RS29PM1A	Carbon	L-Cysteine, 0.3%	E4	0.239073678	Class D
RS29PM1A	Carbon	Alpha-D-Lactose, 0.3%	E5	0.2563476786	Class D
RS29PM1A	Carbon	D-Raffinose, 0.3%	E6	0.6169303475	Class B
RS29PM1A	Carbon	D-Asparagine, 0.3%	E7	0.2295486851	Class D
RS29PM1A	Carbon	i-Erythritol, 0.3%	E8	0.5763319534	Class B
RS29PM1A	Carbon	D-Cysteine, 0.3%	E9	0.2477490285	Class D
RS29PM1A	Carbon	L-Isoleucine, 0.2%	E10	0.2382544777	Class D
RS29PM1A	Carbon	L-Cysteate, 0.3%	E11	0.2271487037	Class D
RS29PM1A	Carbon	Adenosine, 0.2%	E12	0.4240411192	Class C
RS29PM1A	Carbon	Xylitol, 0.3%	F1	0.5815716529	Class B
RS29PM1A	Carbon	L-Glutamine, 0.3%	F2	0.4351238755	Class C
RS29PM1A	Carbon	L-Rhamnose, 0.3%	F3	0.2572725594	Class D
RS29PM1A	Carbon	Putrescine, 0.3%	F4	0.4060145945	Class C
RS29PM1A	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.2402804128	Class D
RS29PM1A	Carbon	L-Arabitol, 0.3%	F6	0.7189678169	Class B
RS29PM1A	Carbon	D-Glucosamine, 0.3%	F7	0.534882143	Class B
RS29PM1A	Carbon	L-Phenylalanine, 0.3%	F8	0.317186602	Class D
RS29PM1A	Carbon	D-Glutamate, 0.2%	F9	0.2437271467	Class D
RS29PM1A	Carbon	D-Arabinose, 0.3%	F10	0.2640265404	Class D
RS29PM1A	Carbon	L-Tryptophan, 0.2%	F11	0.2857166636	Class D
RS29PM1A	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.257592114	Class D
RS29PM1A	Nitrogen	Negative Control, 0%	G1	0.5917499754	Class B
RS29PM1A	Nitrogen	Tyramine, 0.2%	G2	0.4234549272	Class C
RS29PM1A	Nitrogen	Uridine, 0.3%	G3	0.275477608	Class D
RS29PM1A	Nitrogen	Inosine, 0.3%	G4	0.2973826219	Class D
RS29PM1A	Nitrogen	Histamine, 0.3%	G5	0.2599754683	Class D
RS29PM1A	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.3062364016	Class D
RS29PM1A	Nitrogen	Cytidine, 0.3%	G7	0.6093373628	Class B
RS29PM1A	Nitrogen	Adenosine, 0.2%	G8	0.494592475	Class C
RS29PM1A	Nitrogen	L-Arginine, 0.2%	G9	0.5051513761	Class B
RS29PM1A	Nitrogen	Thiourea, 0.3%	G10	0.2750104247	Class D
RS29PM1A	Nitrogen	Biuret, 0.2%	G11	0.272149649	Class D
RS29PM1A	Nitrogen	Guanidine, 0.3%	G12	0.2361029557	Class D
RS29PM1A	Nitrogen	L-Histidine, 0.3%	H1	1.3592601034	Class A
RS29PM1A	Nitrogen	Thymine, 0.2%	H2	0.2875331117	Class D
RS29PM1A	Nitrogen	L-Glutathione, 0.2%	H3	0.6151159092	Class B
RS29PM1A	Nitrogen	Allantoin, 0.2%	H4	0.3587885994	Class C
RS29PM1A	Nitrogen	Adenine, 0.2%	H5	0.7130332839	Class B
RS29PM1A	Nitrogen	Glycine, 0.3%	H6	0.4221993574	Class C
RS29PM1A	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.354457708	Class C
RS29PM1A	Nitrogen	L-Proline, 0.2%	H8	0.3517250222	Class C
RS29PM1A	Nitrogen	D-Methionine, 0.2%	H9	0.2670752738	Class D
RS29PM1A	Nitrogen	Cytosine, 0.2%	H10	0.4499767729	Class C
RS29PM1A	Nitrogen	D-Valine, 0.2%	H11	0.2409044244	Class D
RS29PM1A	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.6803720735	Class B
RS29PM1B	Carbon	Propionic Acid, 0.3%	A1	0.4378743997	Class C
RS29PM1B	Carbon	L-Glutamate, 0.3%	A2	1.3604136458	Class A
RS29PM1B	Carbon	D-Glucose, 0.3%	A3	0.390209066	Class C
RS29PM1B	Carbon	Potasium Sorbate, 0.3%	A4	0.2749198318	Class D
RS29PM1B	Carbon	Lactulose, 0.3%	A5	0.6735814829	Class B
RS29PM1B	Carbon	Glycerol, 0.3%	A6	0.8226413443	Class A
RS29PM1B	Carbon	Myo-Inositol, 0.3%	A7	0.3244923858	Class C
RS29PM1B	Carbon	D-Serine, 0.3%	A8	0.4410107015	Class C
RS29PM1B	Carbon	D-Galactose, 0.3%	A9	0.2691266224	Class D
RS29PM1B	Carbon	Oxalate, 0.2%	A10	0.2944947065	Class D
RS29PM1B	Carbon	Malate, 0.3%	A11	0.2731555452	Class D
RS29PM1B	Carbon	L-Methionine, 0.2%	A12	0.2143434409	Class D
RS29PM1B	Carbon	Glycine, 0.3%	B1	0.2168125841	Class D
RS29PM1B	Carbon	Negative Control, 0%	B2	0.2500266614	Class D
RS29PM1B	Carbon	Quinic Acid, 0.3%	B3	0.3793967614	Class C
RS29PM1B	Carbon	Sodium Succinate, 0.3%	B4	0.2825588528	Class D
RS29PM1B	Carbon	Dulcitol, 0.3%	B5	0.231499515	Class D
RS29PM1B	Carbon	Alpha-D-Glucose, 0.3%	B6	0.2874114164	Class D
RS29PM1B	Carbon	L-Xylose, 0.3%	B7	0.2473863271	Class D
RS29PM1B	Carbon	L-Aspartate, 0.2%	B8	0.2464771031	Class D
RS29PM1B	Carbon	D-Fructose, 0.3%	B9	0.2838632196	Class D
RS29PM1B	Carbon	L-Valine, 0.2%	B10	0.2666736338	Class D
RS29PM1B	Carbon	Sodium Pyruvate, 0.3%	B11	0.3121338112	Class D
RS29PM1B	Carbon	Lactate, 0.3%	B12	0.3825791588	Class C
RS29PM1B	Carbon	Citrate, 0.3%	C1	0.454801228	Class C
RS29PM1B	Carbon	D-Mannose, 0.3%	C2	0.5762179378	Class B
RS29PM1B	Carbon	L-Serine, 0.3%	C3	0.2440886505	Class D
RS29PM1B	Carbon	D-Salicin, 0.3%	C4	0.2375864393	Class D
RS29PM1B	Carbon	D-Cellubiose, 0.3%	C5	0.2490305413	Class D
RS29PM1B	Carbon	Adonitol, 0.3%	C6	0.2441921161	Class D
RS29PM1B	Carbon	D-Glucose-6-phosphate, 0.3%	C7	0.259259399	Class D
RS29PM1B	Carbon	L-Sorbose, 0.3%	C8	0.264741082	Class D
RS29PM1B	Carbon	D-Arabitol, 0.3%	C9	0.2543534692	Class D
RS29PM1B	Carbon	L-Lysine, 0.3%	C10	0.2586003772	Class D
RS29PM1B	Carbon	D-Trehalose, 0.3%	C11	0.2339631512	Class D
RS29PM1B	Carbon	Acetate, 0.3%	C12	0.2091826915	Class D
RS29PM1B	Carbon	L-Alanine, 0.3%	D1	0.7977260386	Class A
RS29PM1B	Carbon	L-Arabinose, 0.3%	D2	0.8636091294	Class A
RS29PM1B	Carbon	L-Threonine, 0.3%	D3	0.8758987114	Class A
RS29PM1B	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.8572883123	Class A
RS29PM1B	Carbon	D-Ribose, 0.3%	D5	0.8540999817	Class A
RS29PM1B	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.8274558359	Class A
RS29PM1B	Carbon	D-Alanine, 0.3%	D7	0.856127166	Class A
RS29PM1B	Carbon	L-Fucose, 0.3%	D8	0.8392581709	Class A
RS29PM1B	Carbon	L-Asparagine, 0.2%	D9	0.8382834351	Class A
RS29PM1B	Carbon	L-Leucine, 0.3%	D10	0.8411782941	Class A
RS29PM1B	Carbon	D-Aspartate, 0.2%	D11	0.8724030133	Class A
RS29PM1B	Carbon	Inosine, 0.3%	D12	0.7798489516	Class A
RS29PM1B	Carbon	Thymidine, 0.3%	E1	1.0395949365	Class A
RS29PM1B	Carbon	Sucrose, 0.3%	E2	0.7867470697	Class A
RS29PM1B	Carbon	D-Xylose, 0.3%	E3	0.6161728794	Class B
RS29PM1B	Carbon	L-Cysteine, 0.3%	E4	0.7912622104	Class A
RS29PM1B	Carbon	Alpha-D-Lactose, 0.3%	E5	1.1234020779	Class A
RS29PM1B	Carbon	D-Raffinose, 0.3%	E6	0.8424991852	Class A
RS29PM1B	Carbon	D-Asparagine, 0.3%	E7	0.5975326573	Class B
RS29PM1B	Carbon	i-Erythritol, 0.3%	E8	0.8089023688	Class A
RS29PM1B	Carbon	D-Cysteine, 0.3%	E9	0.6328609065	Class B
RS29PM1B	Carbon	L-Isoleucine, 0.2%	E10	0.9915773899	Class A
RS29PM1B	Carbon	L-Cysteate, 0.3%	E11	0.9906398246	Class A
RS29PM1B	Carbon	Adenosine, 0.2%	E12	0.7846980974	Class A
RS29PM1B	Carbon	Xylitol, 0.3%	F1	0.6813475048	Class B
RS29PM1B	Carbon	L-Glutamine, 0.3%	F2	0.3099509779	Class D
RS29PM1B	Carbon	L-Rhamnose, 0.3%	F3	0.843091744	Class A
RS29PM1B	Carbon	Putrescine, 0.3%	F4	0.4901517247	Class C
RS29PM1B	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.2444183072	Class D
RS29PM1B	Carbon	L-Arabitol, 0.3%	F6	0.8209094874	Class A
RS29PM1B	Carbon	D-Glucosamine, 0.3%	F7	0.8442362323	Class A
RS29PM1B	Carbon	L-Phenylalanine, 0.3%	F8	0.6713155178	Class B
RS29PM1B	Carbon	D-Glutamate, 0.2%	F9	0.8689232279	Class A
RS29PM1B	Carbon	D-Arabinose, 0.3%	F10	0.8322736412	Class A
RS29PM1B	Carbon	L-Tryptophan, 0.2%	F11	0.8206193273	Class A
RS29PM1B	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.4962493045	Class C
RS29PM1B	Nitrogen	Negative Control, 0%	G1	0.2960859777	Class D
RS29PM1B	Nitrogen	Tyramine, 0.2%	G2	0.272007653	Class D
RS29PM1B	Nitrogen	Uridine, 0.3%	G3	0.2524890599	Class D
RS29PM1B	Nitrogen	Inosine, 0.3%	G4	0.249947773	Class D
RS29PM1B	Nitrogen	Histamine, 0.3%	G5	0.2469051373	Class D
RS29PM1B	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.2486597223	Class D
RS29PM1B	Nitrogen	Cytidine, 0.3%	G7	0.2452335752	Class D
RS29PM1B	Nitrogen	Adenosine, 0.2%	G8	0.243435632	Class D
RS29PM1B	Nitrogen	L-Arginine, 0.2%	G9	0.2448504417	Class D
RS29PM1B	Nitrogen	Thiourea, 0.3%	G10	0.2435454255	Class D
RS29PM1B	Nitrogen	Biuret, 0.2%	G11	0.2478228329	Class D
RS29PM1B	Nitrogen	Guanidine, 0.3%	G12	0.2405048732	Class D
RS29PM1B	Nitrogen	L-Histidine, 0.3%	H1	0.2907847013	Class D
RS29PM1B	Nitrogen	Thymine, 0.2%	H2	0.5098971382	Class B
RS29PM1B	Nitrogen	L-Glutathione, 0.2%	H3	0.9974030381	Class A
RS29PM1B	Nitrogen	Allantoin, 0.2%	H4	1.0533529358	Class A
RS29PM1B	Nitrogen	Adenine, 0.2%	H5	0.7072291125	Class B
RS29PM1B	Nitrogen	Glycine, 0.3%	H6	0.669071427	Class B
RS29PM1B	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.7481021324	Class B
RS29PM1B	Nitrogen	L-Proline, 0.2%	H8	0.8232884193	Class A
RS29PM1B	Nitrogen	D-Methionine, 0.2%	H9	0.8553973732	Class A
RS29PM1B	Nitrogen	Cytosine, 0.2%	H10	0.8624822888	Class A
RS29PM1B	Nitrogen	D-Valine, 0.2%	H11	0.2807025556	Class D
RS29PM1B	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.2504090941	Class D
RS2PM1	Carbon	Propionic Acid, 0.3%	A1	0.2692634143	Class D
RS2PM1	Carbon	L-Glutamate, 0.3%	A2	0.4304087024	Class C
RS2PM1	Carbon	D-Glucose, 0.3%	A3	0.5865179149	Class B
